timestamp,volume,null,cpu_name
1604908800000,1,,Ryzen 7 1700X
1605513600000,1,,Ryzen 7 1700X
1606118400000,7,,Ryzen 7 1700X
1606723200000,0,,Ryzen 7 1700X
1607328000000,2,,Ryzen 7 1700X
1607932800000,2,,Ryzen 7 1700X
1608537600000,0,,Ryzen 7 1700X
1609142400000,2,,Ryzen 7 1700X
1609747200000,0,,Ryzen 7 1700X
1610352000000,1,,Ryzen 7 1700X
1610956800000,1,,Ryzen 7 1700X
1611561600000,0,,Ryzen 7 1700X
1612166400000,1,,Ryzen 7 1700X
1612771200000,0,,Ryzen 7 1700X
1613376000000,0,,Ryzen 7 1700X
1613980800000,1,,Ryzen 7 1700X
1614585600000,0,,Ryzen 7 1700X
1615190400000,1,,Ryzen 7 1700X
1615791600000,0,,Ryzen 7 1700X
1616396400000,1,,Ryzen 7 1700X
1617001200000,1,,Ryzen 7 1700X
1617606000000,0,,Ryzen 7 1700X
1618210800000,1,,Ryzen 7 1700X
1618815600000,0,,Ryzen 7 1700X
1619420400000,0,,Ryzen 7 1700X
1620025200000,2,,Ryzen 7 1700X
1620630000000,1,,Ryzen 7 1700X
1621234800000,0,,Ryzen 7 1700X
1621839600000,0,,Ryzen 7 1700X
1622444400000,0,,Ryzen 7 1700X
1623049200000,0,,Ryzen 7 1700X
1623654000000,0,,Ryzen 7 1700X
1624258800000,0,,Ryzen 7 1700X
1624863600000,0,,Ryzen 7 1700X
1625468400000,1,,Ryzen 7 1700X
1626073200000,0,,Ryzen 7 1700X
1626678000000,0,,Ryzen 7 1700X
1627282800000,0,,Ryzen 7 1700X
1627887600000,0,,Ryzen 7 1700X
1628492400000,3,,Ryzen 7 1700X
1629097200000,1,,Ryzen 7 1700X
1629702000000,2,,Ryzen 7 1700X
1630306800000,0,,Ryzen 7 1700X
1630911600000,2,,Ryzen 7 1700X
1631516400000,0,,Ryzen 7 1700X
1632121200000,1,,Ryzen 7 1700X
1632726000000,1,,Ryzen 7 1700X
1633330800000,3,,Ryzen 7 1700X
1633935600000,1,,Ryzen 7 1700X
1634540400000,2,,Ryzen 7 1700X
1635145200000,3,,Ryzen 7 1700X
1635750000000,0,,Ryzen 7 1700X
1636358400000,0,,Ryzen 7 1700X
1636963200000,2,,Ryzen 7 1700X
1637568000000,0,,Ryzen 7 1700X
1638172800000,0,,Ryzen 7 1700X
1638777600000,3,,Ryzen 7 1700X
1639382400000,1,,Ryzen 7 1700X
1639987200000,0,,Ryzen 7 1700X
1640592000000,0,,Ryzen 7 1700X
1641196800000,0,,Ryzen 7 1700X
1641801600000,0,,Ryzen 7 1700X
1642406400000,0,,Ryzen 7 1700X
1643011200000,0,,Ryzen 7 1700X
1643616000000,0,,Ryzen 7 1700X
1644220800000,0,,Ryzen 7 1700X
1644825600000,0,,Ryzen 7 1700X
1645430400000,0,,Ryzen 7 1700X
1646035200000,0,,Ryzen 7 1700X
1646640000000,0,,Ryzen 7 1700X
1647241200000,0,,Ryzen 7 1700X
1647846000000,0,,Ryzen 7 1700X
1648450800000,0,,Ryzen 7 1700X
1649055600000,0,,Ryzen 7 1700X
1649660400000,1,,Ryzen 7 1700X
1650265200000,0,,Ryzen 7 1700X
1650870000000,0,,Ryzen 7 1700X
1651474800000,0,,Ryzen 7 1700X
1652079600000,0,,Ryzen 7 1700X
1652684400000,0,,Ryzen 7 1700X
1653289200000,0,,Ryzen 7 1700X
1653894000000,0,,Ryzen 7 1700X
1654498800000,0,,Ryzen 7 1700X
1655103600000,0,,Ryzen 7 1700X
1655708400000,0,,Ryzen 7 1700X
1656313200000,0,,Ryzen 7 1700X
1656918000000,0,,Ryzen 7 1700X
1657522800000,0,,Ryzen 7 1700X
1658127600000,0,,Ryzen 7 1700X
1658732400000,0,,Ryzen 7 1700X
1659337200000,0,,Ryzen 7 1700X
1659942000000,0,,Ryzen 7 1700X
1660546800000,0,,Ryzen 7 1700X
1661151600000,0,,Ryzen 7 1700X
1661756400000,0,,Ryzen 7 1700X
1662361200000,0,,Ryzen 7 1700X
1662966000000,0,,Ryzen 7 1700X
1663570800000,0,,Ryzen 7 1700X
1664175600000,0,,Ryzen 7 1700X
1664780400000,0,,Ryzen 7 1700X
1665385200000,0,,Ryzen 7 1700X
1665990000000,0,,Ryzen 7 1700X
1666594800000,0,,Ryzen 7 1700X
1667199600000,0,,Ryzen 7 1700X
1667808000000,0,,Ryzen 7 1700X
1668412800000,0,,Ryzen 7 1700X
1669017600000,0,,Ryzen 7 1700X
1669622400000,0,,Ryzen 7 1700X
1670227200000,0,,Ryzen 7 1700X
1670832000000,0,,Ryzen 7 1700X
1671436800000,1,,Ryzen 7 1700X
1672041600000,0,,Ryzen 7 1700X
1672646400000,0,,Ryzen 7 1700X
1673251200000,0,,Ryzen 7 1700X
1673856000000,0,,Ryzen 7 1700X
1674460800000,0,,Ryzen 7 1700X
1675065600000,0,,Ryzen 7 1700X
1675670400000,0,,Ryzen 7 1700X
1676275200000,0,,Ryzen 7 1700X
1676880000000,0,,Ryzen 7 1700X
1677484800000,0,,Ryzen 7 1700X
1678089600000,0,,Ryzen 7 1700X
1678690800000,0,,Ryzen 7 1700X
1679295600000,0,,Ryzen 7 1700X
1679900400000,0,,Ryzen 7 1700X
1680505200000,0,,Ryzen 7 1700X
1681110000000,0,,Ryzen 7 1700X
1681714800000,0,,Ryzen 7 1700X
1682319600000,0,,Ryzen 7 1700X
1682924400000,0,,Ryzen 7 1700X
1683529200000,0,,Ryzen 7 1700X
1684134000000,0,,Ryzen 7 1700X
1684738800000,0,,Ryzen 7 1700X
1685343600000,0,,Ryzen 7 1700X
1685948400000,0,,Ryzen 7 1700X
1686553200000,0,,Ryzen 7 1700X
1687158000000,0,,Ryzen 7 1700X
1687762800000,0,,Ryzen 7 1700X
1688367600000,0,,Ryzen 7 1700X
1688972400000,0,,Ryzen 7 1700X
1689577200000,0,,Ryzen 7 1700X
1690182000000,0,,Ryzen 7 1700X
1690786800000,0,,Ryzen 7 1700X
1691391600000,0,,Ryzen 7 1700X
1691996400000,0,,Ryzen 7 1700X
1692601200000,0,,Ryzen 7 1700X
1693206000000,0,,Ryzen 7 1700X
1693810800000,0,,Ryzen 7 1700X
1694415600000,0,,Ryzen 7 1700X
1695020400000,0,,Ryzen 7 1700X
1695625200000,0,,Ryzen 7 1700X
1696230000000,0,,Ryzen 7 1700X
1696834800000,0,,Ryzen 7 1700X
1697439600000,0,,Ryzen 7 1700X
1698044400000,0,,Ryzen 7 1700X
1698649200000,0,,Ryzen 7 1700X
1699257600000,0,,Ryzen 7 1700X
1604908800000,0,,Ryzen 7 1700
1605513600000,2,,Ryzen 7 1700
1606118400000,0,,Ryzen 7 1700
1606723200000,0,,Ryzen 7 1700
1607328000000,3,,Ryzen 7 1700
1607932800000,5,,Ryzen 7 1700
1608537600000,12,,Ryzen 7 1700
1609142400000,7,,Ryzen 7 1700
1609747200000,3,,Ryzen 7 1700
1610352000000,0,,Ryzen 7 1700
1610956800000,1,,Ryzen 7 1700
1611561600000,0,,Ryzen 7 1700
1612166400000,0,,Ryzen 7 1700
1612771200000,0,,Ryzen 7 1700
1613376000000,0,,Ryzen 7 1700
1613980800000,0,,Ryzen 7 1700
1614585600000,0,,Ryzen 7 1700
1615190400000,1,,Ryzen 7 1700
1615791600000,2,,Ryzen 7 1700
1616396400000,0,,Ryzen 7 1700
1617001200000,0,,Ryzen 7 1700
1617606000000,0,,Ryzen 7 1700
1618210800000,0,,Ryzen 7 1700
1618815600000,0,,Ryzen 7 1700
1619420400000,0,,Ryzen 7 1700
1620025200000,0,,Ryzen 7 1700
1620630000000,1,,Ryzen 7 1700
1621234800000,0,,Ryzen 7 1700
1621839600000,0,,Ryzen 7 1700
1622444400000,0,,Ryzen 7 1700
1623049200000,0,,Ryzen 7 1700
1623654000000,1,,Ryzen 7 1700
1624258800000,0,,Ryzen 7 1700
1624863600000,0,,Ryzen 7 1700
1625468400000,0,,Ryzen 7 1700
1626073200000,1,,Ryzen 7 1700
1626678000000,0,,Ryzen 7 1700
1627282800000,0,,Ryzen 7 1700
1627887600000,0,,Ryzen 7 1700
1628492400000,0,,Ryzen 7 1700
1629097200000,1,,Ryzen 7 1700
1629702000000,0,,Ryzen 7 1700
1630306800000,0,,Ryzen 7 1700
1630911600000,0,,Ryzen 7 1700
1631516400000,0,,Ryzen 7 1700
1632121200000,0,,Ryzen 7 1700
1632726000000,0,,Ryzen 7 1700
1633330800000,1,,Ryzen 7 1700
1633935600000,0,,Ryzen 7 1700
1634540400000,0,,Ryzen 7 1700
1635145200000,0,,Ryzen 7 1700
1635750000000,0,,Ryzen 7 1700
1636358400000,0,,Ryzen 7 1700
1636963200000,2,,Ryzen 7 1700
1637568000000,0,,Ryzen 7 1700
1638172800000,0,,Ryzen 7 1700
1638777600000,0,,Ryzen 7 1700
1639382400000,0,,Ryzen 7 1700
1639987200000,0,,Ryzen 7 1700
1640592000000,0,,Ryzen 7 1700
1641196800000,1,,Ryzen 7 1700
1641801600000,0,,Ryzen 7 1700
1642406400000,0,,Ryzen 7 1700
1643011200000,0,,Ryzen 7 1700
1643616000000,0,,Ryzen 7 1700
1644220800000,0,,Ryzen 7 1700
1644825600000,1,,Ryzen 7 1700
1645430400000,0,,Ryzen 7 1700
1646035200000,0,,Ryzen 7 1700
1646640000000,0,,Ryzen 7 1700
1647241200000,0,,Ryzen 7 1700
1647846000000,0,,Ryzen 7 1700
1648450800000,0,,Ryzen 7 1700
1649055600000,0,,Ryzen 7 1700
1649660400000,0,,Ryzen 7 1700
1650265200000,0,,Ryzen 7 1700
1650870000000,0,,Ryzen 7 1700
1651474800000,0,,Ryzen 7 1700
1652079600000,0,,Ryzen 7 1700
1652684400000,0,,Ryzen 7 1700
1653289200000,0,,Ryzen 7 1700
1653894000000,0,,Ryzen 7 1700
1654498800000,0,,Ryzen 7 1700
1655103600000,0,,Ryzen 7 1700
1655708400000,0,,Ryzen 7 1700
1656313200000,0,,Ryzen 7 1700
1656918000000,0,,Ryzen 7 1700
1657522800000,0,,Ryzen 7 1700
1658127600000,0,,Ryzen 7 1700
1658732400000,0,,Ryzen 7 1700
1659337200000,0,,Ryzen 7 1700
1659942000000,0,,Ryzen 7 1700
1660546800000,0,,Ryzen 7 1700
1661151600000,0,,Ryzen 7 1700
1661756400000,0,,Ryzen 7 1700
1662361200000,0,,Ryzen 7 1700
1662966000000,0,,Ryzen 7 1700
1663570800000,0,,Ryzen 7 1700
1664175600000,0,,Ryzen 7 1700
1664780400000,0,,Ryzen 7 1700
1665385200000,0,,Ryzen 7 1700
1665990000000,0,,Ryzen 7 1700
1666594800000,1,,Ryzen 7 1700
1667199600000,0,,Ryzen 7 1700
1667808000000,0,,Ryzen 7 1700
1668412800000,0,,Ryzen 7 1700
1669017600000,1,,Ryzen 7 1700
1669622400000,0,,Ryzen 7 1700
1670227200000,0,,Ryzen 7 1700
1670832000000,0,,Ryzen 7 1700
1671436800000,0,,Ryzen 7 1700
1672041600000,0,,Ryzen 7 1700
1672646400000,0,,Ryzen 7 1700
1673251200000,0,,Ryzen 7 1700
1673856000000,0,,Ryzen 7 1700
1674460800000,0,,Ryzen 7 1700
1675065600000,0,,Ryzen 7 1700
1675670400000,0,,Ryzen 7 1700
1676275200000,0,,Ryzen 7 1700
1676880000000,0,,Ryzen 7 1700
1677484800000,0,,Ryzen 7 1700
1678089600000,0,,Ryzen 7 1700
1678690800000,0,,Ryzen 7 1700
1679295600000,0,,Ryzen 7 1700
1679900400000,0,,Ryzen 7 1700
1680505200000,0,,Ryzen 7 1700
1681110000000,0,,Ryzen 7 1700
1681714800000,0,,Ryzen 7 1700
1682319600000,0,,Ryzen 7 1700
1682924400000,0,,Ryzen 7 1700
1683529200000,0,,Ryzen 7 1700
1684134000000,0,,Ryzen 7 1700
1684738800000,0,,Ryzen 7 1700
1685343600000,0,,Ryzen 7 1700
1685948400000,0,,Ryzen 7 1700
1686553200000,0,,Ryzen 7 1700
1687158000000,0,,Ryzen 7 1700
1687762800000,0,,Ryzen 7 1700
1688367600000,1,,Ryzen 7 1700
1688972400000,0,,Ryzen 7 1700
1689577200000,0,,Ryzen 7 1700
